id,Label,community
-1242547016,RoyaNewsEnglish,66
-1242547016,RoyaNewsEnglish,1579768016
-1242547016,RoyaNewsEnglish,-1907187532
-1242547016,RoyaNewsEnglish,1012444188
-1234293412,Boo Soon Yew ,66
-1090821584,Free Malaysia Today,-1907187532
-1090821584,Free Malaysia Today,66
-1090821584,Free Malaysia Today,78
-1088697788,Baaghi TV   ,-1907187532
-1085681396,Jacqueline Roche,66
-1085681396,Jacqueline Roche,78
-1085681396,Jacqueline Roche,-1907187532
-1085681396,Jacqueline Roche,1579768016
-1085681396,Jacqueline Roche,1012444188
-1062648600,The Unbiased Science Podcast,66
-1062648600,The Unbiased Science Podcast,69443
-1062648600,The Unbiased Science Podcast,1012444188
-1062648600,The Unbiased Science Podcast,1579768016
-1062648600,The Unbiased Science Podcast,-1907187532
-1062648600,The Unbiased Science Podcast,78
-1021838904,cheesemozza,671954723
-1021838904,cheesemozza,66
-1021838904,cheesemozza,-1907187532
-1392533590,Jonathan Hicap,78
-1392533590,Jonathan Hicap,64956
-1392533590,Jonathan Hicap,66
-1369435990,Mr. C64,78
-1355255105,Krutika Kuppalli  MD FIDSA,66
-1340160577,The Weather Channel India,-1907187532
-1340160577,The Weather Channel India,66
-1340160577,The Weather Channel India,1012444188
-1340160577,The Weather Channel India,1579768016
-1340160577,The Weather Channel India,78
-1219286717,TyneHealth - North Tyneside GP Federation,78
-1195452478,Wiki Wikramarathna,66
-1195452478,Wiki Wikramarathna,78
-1095649345,Villa Healthcare,78
-1095649345,Villa Healthcare,66
-1080020801,Rachel Waters ,-1091799924
-1080020801,Rachel Waters ,66
-1080020801,Rachel Waters ,78
-1079987685,Gerard Abeysena,88
-1079987685,Gerard Abeysena,-1907187532
-1079987685,Gerard Abeysena,1012444188
-1079987685,Gerard Abeysena,66
-1079987685,Gerard Abeysena,78
-1079987685,Gerard Abeysena,1579768016
-1027689709,Tracy Hackshaw,-1907187532
-1027689709,Tracy Hackshaw,78
-1027689709,Tracy Hackshaw,1012444188
-1027689709,Tracy Hackshaw,66
-1027689709,Tracy Hackshaw,1579768016
-999518953,Yahoo India,1012444188
-999518953,Yahoo India,-1907187532
-999518953,Yahoo India,66
-999518953,Yahoo India,78
-999518953,Yahoo India,88
-991717484,perron,1579768016
-991717484,perron,66
-991717484,perron,78
-991717484,perron,-1907187532
-991717484,perron,1012444188
-979966524,FinanceTweeter,66
-960019943,OnExmoor: Retired Immunologist ,-1907187532
-960019943,OnExmoor: Retired Immunologist ,66
-949146920,Muzeyyen Erdogan,-1907187532
-932016320,David Mclenachan,-1907187532
-932016320,David Mclenachan,66
-932016320,David Mclenachan,-517280460
-932016320,David Mclenachan,78
-928901168,H24 News Ireland,-1907187532
-928901168,H24 News Ireland,78
-928901168,H24 News Ireland,66
-891756955,Hussain Maqbool Ahmed,78
-875380015,Chemist+Druggist,66
-875380015,Chemist+Druggist,-1907187532
-875380015,Chemist+Druggist,78
-856816131,Jen Allen,1987151953
-760382139,JARI HERRANEN,66
-760382139,JARI HERRANEN,-1907187532
-756767779,Steve Schiebel MD CPE FAAP,-1907187532
-756767779,Steve Schiebel MD CPE FAAP,1579768016
-756767779,Steve Schiebel MD CPE FAAP,66
-756767779,Steve Schiebel MD CPE FAAP,1012444188
-756767779,Steve Schiebel MD CPE FAAP,78
-709270459,Julika Brand,78
-709270459,Julika Brand,-1907187532
-709270459,Julika Brand,1579768016
-709270459,Julika Brand,66
-709270459,Julika Brand,1012444188
-707199768,Medical Study Blog,1012444188
-707199768,Medical Study Blog,-1907187532
-707199768,Medical Study Blog,69443
-707199768,Medical Study Blog,66
-707199768,Medical Study Blog,78
-699971107,Scott Mackay     80 ,1012444188
-699971107,Scott Mackay     80 ,-1907187532
-699971107,Scott Mackay     80 ,66
-699971107,Scott Mackay     80 ,78
-699971107,Scott Mackay     80 ,1579768016
-981779634,RED HORSE,78
-978667013,The Peninsula Qatar,78
-978667013,The Peninsula Qatar,1012444188
-978667013,The Peninsula Qatar,-1907187532
-978667013,The Peninsula Qatar,66
-978667013,The Peninsula Qatar,1579768016
-874847205,theSun,78
-874847205,theSun,88
-874847205,theSun,66
-865139833,First India,66
-822056362,Sonja|ajnoS,66
-819946422,vernon,78
-737261337,   Hassan Sajwani,88
-737261337,   Hassan Sajwani,1012444188
-737261337,   Hassan Sajwani,-1907187532
-737261337,   Hassan Sajwani,66
-737261337,   Hassan Sajwani,78
-737261337,   Hassan Sajwani,1579768016
-666575626,Ch.Amjad Ali,66
-666575626,Ch.Amjad Ali,78
-666575626,Ch.Amjad Ali,-1907187532
-633566565,CHEManager International,69443
-633566565,CHEManager International,271787169
-633566565,CHEManager International,1564189401
-633566565,CHEManager International,-1907187532
-633566565,CHEManager International,1579768016
-633566565,CHEManager International,78
-633566565,CHEManager International,1809882642
-633566565,CHEManager International,-1181708164
-633566565,CHEManager International,-991054700
-633566565,CHEManager International,1012444188
-633566565,CHEManager International,68761
-633566565,CHEManager International,66
-633566565,CHEManager International,88
-566744579,Canadian Advocacy Centre 4 Health Safety & Justice,-1907187532
-566744579,Canadian Advocacy Centre 4 Health Safety & Justice,1012444188
-566744579,Canadian Advocacy Centre 4 Health Safety & Justice,66
-566744579,Canadian Advocacy Centre 4 Health Safety & Justice,78
-566744579,Canadian Advocacy Centre 4 Health Safety & Justice,1579768016
-499688860,Riikka Kevo,66
-499688860,Riikka Kevo,-1907187532
-499688860,Riikka Kevo,78
-499688860,Riikka Kevo,1012444188
-499688860,Riikka Kevo,1579768016
-490846008,Ahmed J Versi,-1907187532
-490846008,Ahmed J Versi,66
-490846008,Ahmed J Versi,78
-490846008,Ahmed J Versi,1012444188
-482640159,Business Today,66
-482640159,Business Today,78
-482640159,Business Today,-1907187532
-457139427,Business Standard,78
-457139427,Business Standard,-1907187532
-457139427,Business Standard,66
-428125740,Phil  #FBPE #RejoinEU #GTTO,-1158272956
-428125740,Phil  #FBPE #RejoinEU #GTTO,-607679464
-428125740,Phil  #FBPE #RejoinEU #GTTO,66
-428125740,Phil  #FBPE #RejoinEU #GTTO,1226005446
-428125740,Phil  #FBPE #RejoinEU #GTTO,78
-362393007,Rose Webster,-1907187532
-362393007,Rose Webster,66
-362393007,Rose Webster,78
-362393007,Rose Webster,1012444188
-362393007,Rose Webster,1579768016
-311869159,Dr.Krutika Kuppalli,66
-311869159,Dr.Krutika Kuppalli,1579768016
-311869159,Dr.Krutika Kuppalli,78
-311869159,Dr.Krutika Kuppalli,1012444188
-311869159,Dr.Krutika Kuppalli,-1907187532
-311869159,Dr.Krutika Kuppalli,88
-282478067,El Marie.,78
-282478067,El Marie.,1012444188
-282478067,El Marie.,-1907187532
-282478067,El Marie.,66
-263566712,Nicole Osei,66
-263566712,Nicole Osei,1012444188
-263566712,Nicole Osei,78
-263566712,Nicole Osei,-1907187532
-226009499,Zeinobia is at home ,78
-226009499,Zeinobia is at home ,-1907187532
-226009499,Zeinobia is at home ,66
-220774944,The Frontiers Of,66
-603965090,UAE Forsan,66
-603965090,UAE Forsan,-1907187532
-570775541,Derek James   #RejoinEU,66
-570775541,Derek James   #RejoinEU,-1907187532
-524610237,Chris Hendel,78
-444013798,TheMalaysianReserve,1012444188
-444013798,TheMalaysianReserve,78
-444013798,TheMalaysianReserve,1579768016
-444013798,TheMalaysianReserve,-1907187532
-444013798,TheMalaysianReserve,66
-392213717,alexander siu #sss,69443
-338932685,Juan Antonio Llorente Gomez,66
-338932685,Juan Antonio Llorente Gomez,-1907187532
-338932685,Juan Antonio Llorente Gomez,1012444188
-338932685,Juan Antonio Llorente Gomez,78
-287792665,TheNewsHOOK,78
-272231154,BrindusaB,66
-272231154,BrindusaB,1012444188
-272231154,BrindusaB,78
-272231154,BrindusaB,-1907187532
-272231154,BrindusaB,1579768016
-134283995,Knut Moe,-1907187532
-134283995,Knut Moe,66
-81318916,CorkKerryCommunityHealthcare,1012444188
-81318916,CorkKerryCommunityHealthcare,1579768016
-81318916,CorkKerryCommunityHealthcare,-1907187532
-81318916,CorkKerryCommunityHealthcare,78
-81318916,CorkKerryCommunityHealthcare,88
-81318916,CorkKerryCommunityHealthcare,66
-81318916,CorkKerryCommunityHealthcare,662316613
-68609148,Cats & Shielding ,66
-43432136,Sobha Sharma Kandel,78
-43432136,Sobha Sharma Kandel,-1907187532
-6650867,Lovin Dubai |  ,-1907187532
2500,NR,-1907187532
2500,NR,1579768016
2500,NR,1012444188
2500,NR,78
2500,NR,66
64545,AAA,78
2099048,Chad,78
67762524,Felix,3278
67762524,Felix,-267229869
67762524,Felix,66
67762524,Felix,-1907187532
69755521,ILKHA,-1907187532
69755521,ILKHA,-978655353
69755521,ILKHA,85918
69755521,ILKHA,1012444188
69755521,ILKHA,1579768016
69755521,ILKHA,66
69755521,ILKHA,78
69755521,ILKHA,694339097
69755521,ILKHA,-1382619234
71328769,Jack ,88
71328769,Jack ,78
71328769,Jack ,-1907187532
71328769,Jack ,66
84861644,Xukki,-1907187532
84861644,Xukki,66
-167894522,Georgina Belenguer Ribera,78
-167894522,Georgina Belenguer Ribera,1579768016
-167894522,Georgina Belenguer Ribera,66
-167894522,Georgina Belenguer Ribera,-1907187532
-167894522,Georgina Belenguer Ribera,1012444188
-80789757,DHL Express Malaysia,-1907187532
-80789757,DHL Express Malaysia,1012444188
-80789757,DHL Express Malaysia,78
-80789757,DHL Express Malaysia,66
-80789757,DHL Express Malaysia,88
2914,[],-1907187532
2914,[],66
2914,[],78
2136854,Dr.V,-1907187532
2136854,Dr.V,78
2136854,Dr.V,1012444188
2136854,Dr.V,66
41058314,HappyMcHappy,-991054700
64593414,Loves Truth & Art #FreeSpeech,66
64593414,Loves Truth & Art #FreeSpeech,-1907187532
64593414,Loves Truth & Art #FreeSpeech,78
76405278,Opoyi,1579768016
76405278,Opoyi,78
76405278,Opoyi,1012444188
76405278,Opoyi,-1907187532
76405278,Opoyi,88
76405278,Opoyi,66
79654635,Sarah,66
79654635,Sarah,1012444188
79654635,Sarah,1579768016
79654635,Sarah,78
79654635,Sarah,-1907187532
260931584,Financial Bear 3.5%,-607679464
260931584,Financial Bear 3.5%,640403477
260931584,Financial Bear 3.5%,-1907187532
260931584,Financial Bear 3.5%,66
260931584,Financial Bear 3.5%,78
260931584,Financial Bear 3.5%,88
260931584,Financial Bear 3.5%,1918081636
260931584,Financial Bear 3.5%,1012444188
260931584,Financial Bear 3.5%,1579768016
294368261,bikul mishra,-1907187532
294368261,bikul mishra,66
362734344,kristingreenwood,-1907187532
362734344,kristingreenwood,66
362734344,kristingreenwood,78
362734344,kristingreenwood,-991054700
399031784,Khaleej Times,78
399031784,Khaleej Times,1012444188
399031784,Khaleej Times,66
399031784,Khaleej Times,-1907187532
399031784,Khaleej Times,1579768016
441420485,Shuja Ahmed Ch.,66
441420485,Shuja Ahmed Ch.,1579768016
441420485,Shuja Ahmed Ch.,-1907187532
441420485,Shuja Ahmed Ch.,1012444188
441420485,Shuja Ahmed Ch.,78
469422493,Marc Siegel MD,-1907187532
469422493,Marc Siegel MD,88
469422493,Marc Siegel MD,66
469422493,Marc Siegel MD,78
559996476,Sue Reeve ,3278
559996476,Sue Reeve ,78
559996476,Sue Reeve ,1579768016
559996476,Sue Reeve ,66
559996476,Sue Reeve ,88
559996476,Sue Reeve ,-1907187532
559996476,Sue Reeve ,-1494555279
559996476,Sue Reeve ,1012444188
608575281,Ju #AntiTory #AntiGOP,78
608575281,Ju #AntiTory #AntiGOP,-1907187532
608575281,Ju #AntiTory #AntiGOP,66
608575281,Ju #AntiTory #AntiGOP,1579768016
608575281,Ju #AntiTory #AntiGOP,1012444188
653618189,Business Insider India,1579768016
653618189,Business Insider India,1012444188
653618189,Business Insider India,-1907187532
653618189,Business Insider India,66
653618189,Business Insider India,78
717625509,M.Reza Massali,66
717625509,M.Reza Massali,1012444188
717625509,M.Reza Massali,78
717625509,M.Reza Massali,1579768016
717625509,M.Reza Massali,-1907187532
118132862,ocean girl,1012444188
118132862,ocean girl,-1669919998
118132862,ocean girl,66
118132862,ocean girl,1579768016
118132862,ocean girl,-1907187532
118132862,ocean girl,78
149943203,Michelle Roy ,-1907187532
210511766,Eduardo Rafael Galue Mozo,-1907187532
210511766,Eduardo Rafael Galue Mozo,78
210511766,Eduardo Rafael Galue Mozo,66
210554739,Joseph Harrison,66
210554739,Joseph Harrison,78
325223219,www.THEPIGEONEXPRESS.com,78
325223219,www.THEPIGEONEXPRESS.com,1688541461
325223219,www.THEPIGEONEXPRESS.com,-1907187532
325223219,www.THEPIGEONEXPRESS.com,1012444188
325223219,www.THEPIGEONEXPRESS.com,66
391371710,The World Reviews,78
521070626,karamozov haters n2654,78
521070626,karamozov haters n2654,-1907187532
521070626,karamozov haters n2654,66
563367470,COVID News,66
563367470,COVID News,1012444188
563367470,COVID News,-1907187532
563367470,COVID News,78
580775070,New Straits Times,88
580775070,New Straits Times,3278
580775070,New Straits Times,1579768016
580775070,New Straits Times,-1907187532
580775070,New Straits Times,1012444188
580775070,New Straits Times,78
580775070,New Straits Times,662316613
580775070,New Straits Times,66
581080810,kambiz mahmoudpour -    ,133876689
581080810,kambiz mahmoudpour -    ,1579768016
581080810,kambiz mahmoudpour -    ,66
581080810,kambiz mahmoudpour -    ,-1907187532
581080810,kambiz mahmoudpour -    ,1012444188
581080810,kambiz mahmoudpour -    ,78
585925135,Fat Cat,78
585925135,Fat Cat,-1907187532
585925135,Fat Cat,66
585925135,Fat Cat,1579768016
585925135,Fat Cat,1012444188
676208710,Jackson Health System,78
676208710,Jackson Health System,1012444188
676208710,Jackson Health System,-1907187532
676208710,Jackson Health System,66
676208710,Jackson Health System,1579768016
699802827,Nataniel Lester-Coll  MD,78
699802827,Nataniel Lester-Coll  MD,1012444188
699802827,Nataniel Lester-Coll  MD,1579768016
699802827,Nataniel Lester-Coll  MD,-1907187532
699802827,Nataniel Lester-Coll  MD,66
746210977,India Updates,66
746210977,India Updates,-1907187532
747050585,Alex777,1579768016
747050585,Alex777,1012444188
747050585,Alex777,66
747050585,Alex777,-1907187532
747050585,Alex777,78
784274629,Andreas Heim,66
784274629,Andreas Heim,78
784274629,Andreas Heim,-1907187532
795948169,PharmaScholar,78
896721582,Ministry of Health_Lithuania,-1907187532
896721582,Ministry of Health_Lithuania,66
913687117,Dr. Melvin Sanicas ,66
913687117,Dr. Melvin Sanicas ,-1907187532
913687117,Dr. Melvin Sanicas ,78
1013241233,Anees  M.D.,-1907187532
1013241233,Anees  M.D.,66
1013241233,Anees  M.D.,1579768016
1013241233,Anees  M.D.,78
1013241233,Anees  M.D.,1012444188
1059090320,KillingEve,-1907187532
1059090320,KillingEve,66
1059090320,KillingEve,78
1062175085,Xavier Remis,1579768016
1062175085,Xavier Remis,66
1062175085,Xavier Remis,-1907187532
1062175085,Xavier Remis,78
1062175085,Xavier Remis,1012444188
1129166856,power to the people,-1907187532
1129166856,power to the people,78
1135893389,Curtis S. Chin,1579768016
1135893389,Curtis S. Chin,78
1135893389,Curtis S. Chin,1012444188
1135893389,Curtis S. Chin,-1907187532
1135893389,Curtis S. Chin,66
1148639557,Beyond NOW,78
1239695997,Whtrslugcaviiersong#dontstayhomeandcatchcovid19,85918
1239695997,Whtrslugcaviiersong#dontstayhomeandcatchcovid19,2115971373
1239695997,Whtrslugcaviiersong#dontstayhomeandcatchcovid19,1012444188
1239695997,Whtrslugcaviiersong#dontstayhomeandcatchcovid19,66
1239695997,Whtrslugcaviiersong#dontstayhomeandcatchcovid19,-1907187532
1239695997,Whtrslugcaviiersong#dontstayhomeandcatchcovid19,78
1239695997,Whtrslugcaviiersong#dontstayhomeandcatchcovid19,1579768016
1250925744,Tracey Muhammad,-1907187532
1250925744,Tracey Muhammad,78
1250925744,Tracey Muhammad,1012444188
1250925744,Tracey Muhammad,1579768016
1250925744,Tracey Muhammad,66
835693430,Financial Mirror,1012444188
835693430,Financial Mirror,66
835693430,Financial Mirror,78
835693430,Financial Mirror,-1907187532
835693430,Financial Mirror,1579768016
1072361711,Digital Journal,1579768016
1072361711,Digital Journal,1012444188
1072361711,Digital Journal,-1907187532
1072361711,Digital Journal,66
1072361711,Digital Journal,78
1134894083,TheNews21,-1907187532
1134894083,TheNews21,78
1134894083,TheNews21,66
1155357602,AlShorts,66
1155357602,AlShorts,78
1155357602,AlShorts,-1907187532
1162333111,Corrupt Crony system,66
1206697510,Simon Hodes 2m ,-995393338
1206697510,Simon Hodes 2m ,88
1206697510,Simon Hodes 2m ,913551578
1206697510,Simon Hodes 2m ,-1907187532
1206697510,Simon Hodes 2m ,66
1206697510,Simon Hodes 2m ,1012444188
1206697510,Simon Hodes 2m ,895234038
1206697510,Simon Hodes 2m ,1579768016
1206697510,Simon Hodes 2m ,78
1223020123,Saju Mathew MD MPH,1012444188
1223020123,Saju Mathew MD MPH,78
1223020123,Saju Mathew MD MPH,-1907187532
1223020123,Saju Mathew MD MPH,66
1223020123,Saju Mathew MD MPH,1579768016
1288585258,India.com,-1907187532
1376652368,Tamer Yazar,-1907187532
1376652368,Tamer Yazar,1579768016
1376652368,Tamer Yazar,1012444188
1376652368,Tamer Yazar,66
1376652368,Tamer Yazar,78
1420506829,Pratica Radio,-1907187532
1420506829,Pratica Radio,1012444188
1420506829,Pratica Radio,66
1420506829,Pratica Radio,78
1420506829,Pratica Radio,1579768016
1451737000,PrijsVerschil,-1907187532
1451737000,PrijsVerschil,66
1579577497,note bot,66
1592947216,Contagion,1012444188
1592947216,Contagion,1579768016
1592947216,Contagion,69443
1592947216,Contagion,-1907187532
1592947216,Contagion,78
1592947216,Contagion,66
1632292937,Ian 3.5% #FBPE,66
1632292937,Ian 3.5% #FBPE,1579768016
1632292937,Ian 3.5% #FBPE,-1907187532
1632292937,Ian 3.5% #FBPE,78
1632292937,Ian 3.5% #FBPE,88
1632292937,Ian 3.5% #FBPE,1012444188
1696191252,Salmakaveli,78
1717184169,Calvin Swine,66
1717184169,Calvin Swine,1012444188
1717184169,Calvin Swine,-1907187532
1717184169,Calvin Swine,78
1717184169,Calvin Swine,1579768016
1731509829,SUR in English,66
1731509829,SUR in English,-1907187532
1885987340,Get Vaccinated,-1907187532
1885987340,Get Vaccinated,78
1885987340,Get Vaccinated,1098638650
1885987340,Get Vaccinated,1006728698
1979626344,The Daily Star,1012444188
1979626344,The Daily Star,66
1979626344,The Daily Star,-1907187532
1979626344,The Daily Star,78
2009067453,Lois FP,-1907187532
2009067453,Lois FP,66
2024675869,AFP News Agency,-1907187532
2024675869,AFP News Agency,78
2024675869,AFP News Agency,1012444188
2024675869,AFP News Agency,66
2024675869,AFP News Agency,1579768016
2076617209,Chris Lancashire,78
1295459687,Emilie Vanderhulst ,78
1295459687,Emilie Vanderhulst ,1012444188
1295459687,Emilie Vanderhulst ,1579768016
1295459687,Emilie Vanderhulst ,-1907187532
1295459687,Emilie Vanderhulst ,66
1529826287,All about Germany | deutschland.de,66
1623395810,Nacindex,78
1710321851,Rachna Tandon,1012444188
1710321851,Rachna Tandon,78
1710321851,Rachna Tandon,-1907187532
1710321851,Rachna Tandon,1579768016
1710321851,Rachna Tandon,66
1942368450,Laszlo Szegedi Dr #FBPE,1012444188
1942368450,Laszlo Szegedi Dr #FBPE,78
1942368450,Laszlo Szegedi Dr #FBPE,-1907187532
1942368450,Laszlo Szegedi Dr #FBPE,1579768016
1942368450,Laszlo Szegedi Dr #FBPE,66
2005262798,A Slight Return,78
2020898750,Claude,66
2042339575,HSE Mid West Community Healthcare,78
2112152766,Tamina Rashell  #RejoinEU FBPE,-1907187532
2112152766,Tamina Rashell  #RejoinEU FBPE,66
1579768016,PfizerBioNTech,1579768016
133876689,Maryam_Rajavi,133876689
1987151953,grhospitalkw,1987151953
271787169,CureVacRNAs,271787169
-1382619234,PfizerBioNTech...,-1382619234
66,B,66
1809882642,CureVacRNA,1809882642
-1181708164,BioNTech_Group,-1181708164
-1091799924,HullHospitals,-1091799924
671954723,YouTube,671954723
69443,FDA,69443
1918081636,science,1918081636
1688541461,Pfizer-BioNTech,1688541461
662316613,vaccination,662316613
640403477,MattHancock,640403477
1226005446,Conservatives,1226005446
895234038,yvettedoc50,895234038
-179118744,HouseGOP,-179118744
-607679464,BorisJohnson,-607679464
70760,GOP,70760
88,X,88
-978655353,Worldometers,-978655353
68761,EMA,68761
694339097,drfahrettinkoca,694339097
1564189401,EMA_News,1564189401
-995393338,pash22,-995393338
913551578,MHRAgovuk,913551578
1006728698,Pfizer.,1006728698
1098638650,Pfizer...,1098638650
-1158272956,10DowningStreet,-1158272956
-1907187532,Pfizer,-1907187532
-991054700,pfizer,-991054700
-517280460,ManchesterHCC,-517280460
1012444188,BioNTech,1012444188
64956,ANI,64956
153173996,adriandix,153173996
-267229869,jkwan_md,-267229869
2115971373,vonderleyen,2115971373
-1669919998,BBCFergusWalsh,-1669919998
-1494555279,AstraZeneca,-1494555279
3278,ft,3278
85918,WHO,85918
78,N,78
